track_name,track_gauge,track_ownership,land_ownership,railcode,shape_Length,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELAIR LINE,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWA07,0.000369193,"MULTILINESTRING ((138.59015960400006 -34.95843176099993, 138.58990573100004 -34.95816370899996))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.000149895,"MULTILINESTRING ((138.4112893780001 -31.36598651199995, 138.4113847960001 -31.365870908999966))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.022484042,"MULTILINESTRING ((138.3967457770001 -31.383133158999954, 138.398450485 -31.381138110999984, 138.40537909400007 -31.372929063999948, 138.41069505300004 -31.36670654699998, 138.4112893780001 -31.36598651199995))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.000212688,"MULTILINESTRING ((138.39660760800007 -31.383294854999974, 138.3967457770001 -31.383133158999954))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.026029997,"MULTILINESTRING ((138.2940336680001 -31.50386532799996, 138.31092307500012 -31.484058544999982))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.000132673,"MULTILINESTRING ((138.2939475700001 -31.503966269999978, 138.2940336680001 -31.50386532799996))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.009365252,"MULTILINESTRING ((138.28787653000006 -31.511097204999942, 138.2896638850001 -31.508988173999967, 138.2939475700001 -31.503966269999978))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.001007497,"MULTILINESTRING ((138.28722513800005 -31.511865799999953, 138.28787653000006 -31.511097204999942))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENONG JUNCTION - PENONG,NARROW,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.074278645,"MULTILINESTRING ((133.0801364450001 -32.01821024199995, 133.07935956500012 -32.013997582999934, 133.07907266900008 -32.01227321399995, 133.07879594400003 -32.01089419699997, 133.07862531900003 -32.01031526199995, 133.07850523000002 -32.00999314799998, 133.07836655200003 -32.00969390499995, 133.07819658300002 -32.00937489199998, 133.0780081580001 -32.00902850199998, 133.07571139000004 -32.00608347199994, 133.0749333220001 -32.00504016899998, 133.07301961500002 -32.002669038999954, 133.07147281400012 -32.00050365499993, 133.07112701500012 -31.9998544499999, 133.0708401170001 -31.999033375999943, 133.0706573540001 -31.99808038499998, 133.07070854500012 -31.990361693999944, 133.07070328600003 -31.98885384199997, 133.07080148800003 -31.988125010999966, 133.0711159860001 -31.987187439999957, 133.0715383800001 -31.986377157999982, 133.072165379 -31.985475750999967, 133.07272249900006 -31.98476050299996, 133.073863124 -31.98354571899995, 133.07443859600005 -31.98288200299993, 133.07516529600002 -31.982001112999967, 133.07625177400007 -31.980391469999972, 133.0765921950001 -31.97967330399996, 133.077156639 -31.97861590499997, 133.07776043100012 -31.97689559099996, 133.0779631700001 -31.97610156999997, 133.07800702500003 -31.975817071999984, 133.07834693900008 -31.972945188999972, 133.07906586800004 -31.967843804999973, 133.0798742280001 -31.96273289399994, 133.0805685350001 -31.957886738999946, 133.08067243200003 -31.95718673199997, 133.0808572730001 -31.956275845999983, 133.0810485180001 -31.955669617999945, 133.08135292800011 -31.95483668299994, 133.08199338800011 -31.95318216499993, 133.08226431200012 -31.95242486199993, 133.0823702670001 -31.951931550999973, 133.08236430600004 -31.951605144999974, 133.082257335 -31.951228261999972, 133.0821168970001 -31.950927011999966, 133.081886961 -31.950635284999976, 133.0815979360001 -31.95042424099995, 133.08126348400003 -31.95025057999993, 133.08099121400005 -31.950154, 133.08074040500003 -31.950074583999935))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENONG JUNCTION - PENONG,NARROW,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.073680367,"MULTILINESTRING ((133.08074040500003 -31.950074583999935, 133.07733796000002 -31.949506690999954, 133.0720504620001 -31.94867860499994, 133.07006483500004 -31.94837613599998, 133.06710654000005 -31.947871890999977, 133.06287480600008 -31.94719370799993, 133.05912827400005 -31.946559385999933, 133.05663013000003 -31.94615946099998, 133.0545888150001 -31.945790882999972, 133.05198573600012 -31.945397379999974, 133.04951130000006 -31.945005803999948, 133.04837646700003 -31.944813606999958, 133.04488088300002 -31.944263992999936, 133.04215576100012 -31.94378713699996, 133.0398331560001 -31.94343022499993, 133.0379714290001 -31.94313729299995, 133.03721790600002 -31.94294277399996, 133.03667372600012 -31.942763683999942, 133.03590358000008 -31.94245512899994, 133.03233501500006 -31.94086790399996, 133.02935479000007 -31.93962697799998, 133.02691332000006 -31.938597537999954, 133.0258470660001 -31.938101460999974, 133.02325630000007 -31.936927406999928, 133.02212252800007 -31.936470877999966, 133.02028030100007 -31.935722899999973, 133.01854862100004 -31.934931929999948, 133.01627764300008 -31.933961832999955, 133.01301531500008 -31.932565757999953, 133.0100460220001 -31.931283907999955))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAFORD - ADELAIDE,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.005340474,"MULTILINESTRING ((138.49118158800002 -35.14334400399997, 138.49097230100006 -35.143898484999966, 138.49080452400005 -35.144363890999955, 138.49069408200012 -35.14473462799998, 138.49060481200002 -35.14505225999994, 138.49050711400002 -35.14545131799997, 138.49041831700004 -35.14585491699995, 138.49033982900005 -35.14629884399994, 138.49025581800004 -35.14682412099995, 138.49017892400002 -35.147491523999975, 138.49007939700004 -35.148250175999976, 138.49004137300005 -35.14854017399995))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAFORD - ADELAIDE,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,,0.010403669,"MULTILINESTRING ((138.48962406400005 -35.15257192599995, 138.48957699800008 -35.153326929999935, 138.48895418400002 -35.16295400399997))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAFORD LINE,BROAD,KEOLIS DOWNER PTY LTD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWA05,0.018960287,"MULTILINESTRING ((138.59695867800008 -34.92112662799997, 138.59407085300006 -34.921262645999946, 138.59378918400012 -34.921275908999974, 138.59348259600006 -34.92127018599996, 138.5930603590001 -34.921252805999984, 138.59303993600008 -34.92125323699997, 138.59261989700008 -34.92126210499998, 138.59233891500003 -34.92125653399995, 138.5923173440001 -34.921256666999966, 138.59216513400008 -34.921257595999975, 138.59186111400004 -34.921256074999974, 138.59154560700006 -34.92124981899997, 138.5913205290001 -34.92122732599995, 138.5910529570001 -34.92117243699994, 138.59087468300004 -34.921128333999945, 138.59066540900005 -34.92105657199994, 138.59047890600004 -34.92098976699998, 138.59020169100006 -34.92086707499993, 138.59000509400005 -34.92075950499998, 138.5897744230001 -34.92062421199995, 138.58947862500008 -34.92044706099995, 138.5892480870001 -34.92030726399997, 138.58891795300008 -34.92011139899995, 138.588559292 -34.919896937999965, 138.588197766 -34.91968692499995, 138.58792668900003 -34.919541813999956, 138.58767532800005 -34.919424136999965, 138.58738016300003 -34.91931910899996, 138.58717310500003 -34.919265414999984, 138.58691963600006 -34.919219812999984, 138.58664560500006 -34.91918732299996, 138.58642287100008 -34.91917838899997, 138.5862173050001 -34.919178811999984, 138.58602877700002 -34.91919309499997, 138.58576985900004 -34.91922851399994, 138.585545539 -34.91927363599996, 138.58537612200007 -34.91932435599995, 138.58511609200002 -34.919409333999965, 138.58451661800007 -34.91960475199994, 138.58423294500005 -34.919702780999955, 138.5838669950001 -34.91983072199997, 138.58345771100005 -34.91996681499995, 138.58310337800003 -34.920094984999935, 138.582845549 -34.920198030999984, 138.58258679100004 -34.92033849099994, 138.58254047800006 -34.92036363099993, 138.58232490700004 -34.920480647999966, 138.58215403100007 -34.92058091599995, 138.58202696400008 -34.92066853299997, 138.581834651 -34.92079992699996, 138.58166879300006 -34.920927336999966, 138.5814906490001 -34.92107704099993, 138.581306164 -34.92124464799997, 138.5811480010001 -34.92141277999997, 138.58098575600002 -34.921603363999964, 138.5808233260001 -34.92181197499997, 138.5806689090001 -34.922038775999965, 138.58052218900002 -34.92230629599993, 138.5803959000001 -34.92256520899997, 138.58029505900004 -34.92284265799998, 138.5802215220001 -34.923075575999974, 138.58017977800012 -34.923253226999975))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.009984736,"MULTILINESTRING ((138.39012282200008 -31.390887112999962, 138.39047920300004 -31.39046609999997, 138.39660760800007 -31.383294854999974))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.000531153,"MULTILINESTRING ((138.38977964800006 -31.39129251999998, 138.39012282200008 -31.390887112999962))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEIGH CREEK COALFIELD LINE,STANDARD,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,MINISTER FOR INFRASTRUCTURE AND TRANSPORT,RWN09,0.05274356,"MULTILINESTRING ((138.35563157800004 -31.431489099999965, 138.35705094000002 -31.429838320999977, 138.36085141600006 -31.42535756899997, 138.3613388870001 -31.42479414299993, 138.36501608800006 -31.420464918999983, 138.367976246 -31.41699234799995, 138.3690900590001 -31.415698987999974, 138.37263098500011 -31.41147846599995, 138.37589597700003 -31.40765770699994, 138.38225270100008 -31.40018329999998, 138.38977964800006 -31.39129251999998))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
